East,North,Elevation,Var_1,Var_2,Theoretical_rho
   843.507,   490.184,    -5.974,     0.322,     1.809,    -0.618
   842.672,   488.946,    -7.467,     0.333,     1.768,    -0.617
   841.837,   487.707,    -8.960,     0.300,     1.902,    -0.615
   841.002,   486.469,   -10.454,     0.301,     1.867,    -0.614
   840.167,   485.231,   -11.947,     0.293,     1.984,    -0.612
   839.332,   483.993,   -13.440,     0.317,     1.934,    -0.611
   838.496,   482.755,   -14.934,     0.331,     1.917,    -0.609
   837.661,   481.517,   -16.427,     0.320,     1.892,    -0.608
   836.826,   480.279,   -17.921,     0.321,     1.811,    -0.606
   835.991,   479.041,   -19.414,     0.318,     1.898,    -0.605
   835.156,   477.803,   -20.907,     0.336,     1.936,    -0.603
   834.321,   476.565,   -22.401,     0.347,     1.937,    -0.602
   833.486,   475.327,   -23.894,     0.347,     1.911,    -0.600
   832.651,   474.088,   -25.387,     0.376,     2.040,    -0.599
   831.816,   472.850,   -26.881,     0.383,     1.900,    -0.597
   830.981,   471.612,   -28.374,     0.422,     1.798,    -0.596
   830.146,   470.374,   -29.868,     0.423,     1.765,    -0.594
   829.311,   469.136,   -31.361,     0.416,     1.662,    -0.593
   828.476,   467.898,   -32.854,     0.407,     1.707,    -0.591
   827.641,   466.660,   -34.348,     0.409,     1.582,    -0.590
   826.806,   465.422,   -35.841,     0.386,     1.663,    -0.588
   825.971,   464.184,   -37.334,     0.423,     1.560,    -0.587
   825.136,   462.946,   -38.828,     0.454,     1.475,    -0.585
   824.301,   461.708,   -40.321,     0.422,     1.498,    -0.584
   823.466,   460.469,   -41.815,     0.418,     1.505,    -0.582
   822.630,   459.231,   -43.308,     0.376,     1.764,    -0.581
   821.795,   457.993,   -44.801,     0.376,     1.685,    -0.579
   820.960,   456.755,   -46.295,     0.388,     1.766,    -0.578
   820.125,   455.517,   -47.788,     0.407,     1.684,    -0.576
   819.290,   454.279,   -49.281,     0.395,     1.826,    -0.575
   818.455,   453.041,   -50.775,     0.443,     1.685,    -0.573
   817.620,   451.803,   -52.268,     0.433,     1.732,    -0.572
   816.785,   450.565,   -53.762,     0.456,     1.591,    -0.570
   815.950,   449.327,   -55.255,     0.467,     1.514,    -0.569
   815.115,   448.089,   -56.748,     0.469,     1.530,    -0.567
   814.280,   446.850,   -58.242,     0.465,     1.470,    -0.566
   813.445,   445.612,   -59.735,     0.488,     1.498,    -0.564
   812.610,   444.374,   -61.229,     0.492,     1.509,    -0.563
   811.775,   443.136,   -62.722,     0.478,     1.641,    -0.561
   810.940,   441.898,   -64.215,     0.476,     1.705,    -0.560
   810.105,   440.660,   -65.709,     0.428,     1.874,    -0.558
   809.270,   439.422,   -67.202,     0.456,     1.836,    -0.557
   808.435,   438.184,   -68.695,     0.440,     1.826,    -0.555
   807.600,   436.946,   -70.189,     0.443,     1.690,    -0.554
   806.765,   435.708,   -71.682,     0.479,     1.633,    -0.552
   805.929,   434.470,   -73.176,     0.485,     1.660,    -0.551
   805.094,   433.231,   -74.669,     0.470,     1.708,    -0.549
   755.690,   545.978,    -0.000,     0.553,     1.373,    -0.460
   754.839,   547.757,    -1.973,     0.550,     1.330,    -0.459
   753.988,   549.537,    -3.946,     0.548,     1.351,    -0.457
   753.137,   551.317,    -5.919,     0.565,     1.293,    -0.456
   752.286,   553.097,    -7.892,     0.610,     1.323,    -0.454
   751.435,   554.877,    -9.865,     0.600,     1.369,    -0.453
   750.584,   556.657,   -11.838,     0.641,     1.367,    -0.451
   749.733,   558.437,   -13.811,     0.616,     1.369,    -0.450
   748.882,   560.217,   -15.784,     0.618,     1.370,    -0.448
   748.031,   561.997,   -17.756,     0.638,     1.216,    -0.446
   747.180,   563.777,   -19.729,     0.605,     1.278,    -0.445
   746.329,   565.557,   -21.702,     0.600,     1.346,    -0.443
   745.478,   567.337,   -23.675,     0.564,     1.421,    -0.442
   744.627,   569.117,   -25.648,     0.518,     1.494,    -0.440
   743.776,   570.897,   -27.621,     0.462,     1.583,    -0.439
   742.925,   572.677,   -29.594,     0.529,     1.437,    -0.437
   742.074,   574.457,   -31.567,     0.528,     1.512,    -0.436
   741.223,   576.237,   -33.540,     0.563,     1.525,    -0.434
   740.372,   578.017,   -35.513,     0.612,     1.475,    -0.433
   739.521,   579.797,   -37.486,     0.621,     1.396,    -0.431
   738.670,   581.577,   -39.459,     0.646,     1.362,    -0.430
   737.819,   583.357,   -41.432,     0.607,     1.362,    -0.428
   736.968,   585.137,   -43.405,     0.656,     1.311,    -0.427
   736.117,   586.917,   -45.378,     0.663,     1.330,    -0.425
   735.266,   588.697,   -47.351,     0.662,     1.410,    -0.423
   734.415,   590.477,   -49.324,     0.676,     1.338,    -0.422
   733.563,   592.256,   -51.296,     0.698,     1.284,    -0.420
   732.712,   594.036,   -53.269,     0.719,     1.272,    -0.419
   731.861,   595.816,   -55.242,     0.695,     1.335,    -0.417
   731.010,   597.596,   -57.215,     0.733,     1.229,    -0.416
   730.159,   599.376,   -59.188,     0.732,     1.231,    -0.414
   729.308,   601.156,   -61.161,     0.714,     1.292,    -0.413
   728.457,   602.936,   -63.134,     0.706,     1.300,    -0.411
   727.606,   604.716,   -65.107,     0.760,     1.179,    -0.410
   726.755,   606.496,   -67.080,     0.800,     1.127,    -0.408
   725.904,   608.276,   -69.053,     0.710,     1.211,    -0.407
   725.053,   610.056,   -71.026,     0.665,     1.324,    -0.405
   724.202,   611.836,   -72.999,     0.704,     1.196,    -0.404
   723.351,   613.616,   -74.972,     0.768,     1.236,    -0.402
   722.500,   615.396,   -76.945,     0.825,     1.215,    -0.401
   721.649,   617.176,   -78.918,     0.739,     1.227,    -0.399
   720.798,   618.956,   -80.891,     0.728,     1.265,    -0.397
   719.947,   620.736,   -82.864,     0.733,     1.291,    -0.396
   719.096,   622.516,   -84.836,     0.791,     1.139,    -0.394
   718.245,   624.296,   -86.809,     0.801,     1.133,    -0.393
   717.394,   626.076,   -88.782,     0.806,     1.119,    -0.391
   716.543,   627.856,   -90.755,     0.795,     1.251,    -0.390
   715.692,   629.636,   -92.728,     0.794,     1.340,    -0.388
   714.841,   631.416,   -94.701,     0.765,     1.508,    -0.387
   713.990,   633.196,   -96.674,     0.802,     1.452,    -0.385
   713.139,   634.975,   -98.647,     0.837,     1.252,    -0.384
   783.448,   645.437,    -0.000,     0.541,     1.568,    -0.510
   782.461,   644.378,    -1.447,     0.536,     1.536,    -0.508
   781.475,   643.320,    -2.894,     0.548,     1.559,    -0.507
   780.489,   642.261,    -4.341,     0.605,     1.477,    -0.505
   779.502,   641.203,    -5.787,     0.585,     1.380,    -0.503
   778.516,   640.144,    -7.234,     0.595,     1.433,    -0.501
   777.530,   639.085,    -8.681,     0.597,     1.437,    -0.500
   776.543,   638.027,   -10.128,     0.580,     1.510,    -0.498
   775.557,   636.968,   -11.575,     0.617,     1.484,    -0.496
   774.571,   635.910,   -13.022,     0.673,     1.448,    -0.494
   773.585,   634.851,   -14.469,     0.694,     1.334,    -0.492
   772.598,   633.792,   -15.915,     0.630,     1.349,    -0.491
   771.612,   632.734,   -17.362,     0.621,     1.340,    -0.489
   770.626,   631.675,   -18.809,     0.640,     1.319,    -0.487
   769.639,   630.617,   -20.256,     0.621,     1.278,    -0.485
   768.653,   629.558,   -21.703,     0.673,     1.245,    -0.484
   767.667,   628.499,   -23.150,     0.632,     1.255,    -0.482
   766.680,   627.441,   -24.597,     0.589,     1.362,    -0.480
   765.694,   626.382,   -26.044,     0.591,     1.398,    -0.478
   764.708,   625.324,   -27.490,     0.586,     1.403,    -0.476
   763.722,   624.265,   -28.937,     0.572,     1.429,    -0.475
   762.735,   623.207,   -30.384,     0.619,     1.342,    -0.473
   761.749,   622.148,   -31.831,     0.566,     1.387,    -0.471
   760.763,   621.089,   -33.278,     0.569,     1.369,    -0.469
   759.776,   620.031,   -34.725,     0.590,     1.208,    -0.468
   758.790,   618.972,   -36.172,     0.567,     1.183,    -0.466
   757.804,   617.914,   -37.618,     0.553,     1.144,    -0.464
   756.817,   616.855,   -39.065,     0.585,     1.190,    -0.462
   755.831,   615.796,   -40.512,     0.566,     1.305,    -0.460
   754.845,   614.738,   -41.959,     0.558,     1.382,    -0.459
   753.859,   613.679,   -43.406,     0.545,     1.453,    -0.457
   752.872,   612.621,   -44.853,     0.550,     1.443,    -0.455
   751.886,   611.562,   -46.300,     0.542,     1.432,    -0.453
   750.900,   610.503,   -47.746,     0.589,     1.414,    -0.452
   749.913,   609.445,   -49.193,     0.609,     1.347,    -0.450
   748.927,   608.386,   -50.640,     0.613,     1.277,    -0.448
   747.941,   607.328,   -52.087,     0.600,     1.310,    -0.446
   746.954,   606.269,   -53.534,     0.591,     1.336,    -0.445
   745.968,   605.210,   -54.981,     0.620,     1.316,    -0.443
   744.982,   604.152,   -56.428,     0.671,     1.282,    -0.441
   743.996,   603.093,   -57.875,     0.654,     1.311,    -0.439
   743.009,   602.035,   -59.321,     0.583,     1.456,    -0.437
   742.023,   600.976,   -60.768,     0.589,     1.385,    -0.436
   741.037,   599.917,   -62.215,     0.617,     1.272,    -0.434
   740.050,   598.859,   -63.662,     0.670,     1.235,    -0.432
   739.064,   597.800,   -65.109,     0.662,     1.268,    -0.430
   738.078,   596.742,   -66.556,     0.670,     1.229,    -0.429
   737.091,   595.683,   -68.003,     0.674,     1.165,    -0.427
   736.105,   594.624,   -69.449,     0.729,     1.154,    -0.425
   735.119,   593.566,   -70.896,     0.701,     1.158,    -0.423
   734.133,   592.507,   -72.343,     0.715,     1.189,    -0.421
   798.919,   655.304,    -0.000,     0.444,     2.000,    -0.538
   800.596,   654.687,    -1.787,     0.433,     1.962,    -0.541
   802.274,   654.070,    -3.575,     0.422,     2.041,    -0.544
   803.952,   653.453,    -5.362,     0.400,     2.126,    -0.547
   805.630,   652.836,    -7.150,     0.429,     1.910,    -0.550
   807.307,   652.220,    -8.937,     0.410,     1.934,    -0.553
   808.985,   651.603,   -10.725,     0.465,     1.749,    -0.556
   810.663,   650.986,   -12.512,     0.445,     1.701,    -0.559
   812.340,   650.369,   -14.300,     0.437,     1.590,    -0.562
   814.018,   649.752,   -16.087,     0.507,     1.484,    -0.565
   815.696,   649.136,   -17.875,     0.521,     1.502,    -0.568
   817.374,   648.519,   -19.662,     0.551,     1.368,    -0.571
   819.051,   647.902,   -21.450,     0.507,     1.348,    -0.574
   820.729,   647.285,   -23.237,     0.471,     1.503,    -0.577
   822.407,   646.669,   -25.025,     0.454,     1.454,    -0.580
   824.084,   646.052,   -26.812,     0.424,     1.620,    -0.583
   825.762,   645.435,   -28.600,     0.463,     1.478,    -0.586
   827.440,   644.818,   -30.387,     0.442,     1.439,    -0.589
   829.118,   644.201,   -32.175,     0.450,     1.373,    -0.592
   830.795,   643.585,   -33.962,     0.456,     1.434,    -0.595
   832.473,   642.968,   -35.750,     0.469,     1.407,    -0.598
   834.151,   642.351,   -37.537,     0.472,     1.482,    -0.601
   835.828,   641.734,   -39.325,     0.473,     1.328,    -0.604
   837.506,   641.118,   -41.112,     0.449,     1.341,    -0.608
   839.184,   640.501,   -42.900,     0.430,     1.360,    -0.611
   840.861,   639.884,   -44.687,     0.419,     1.495,    -0.614
   842.539,   639.267,   -46.475,     0.395,     1.507,    -0.617
   844.217,   638.650,   -48.262,     0.381,     1.508,    -0.620
   845.895,   638.034,   -50.050,     0.362,     1.468,    -0.623
   847.572,   637.417,   -51.837,     0.351,     1.590,    -0.626
   849.250,   636.800,   -53.625,     0.363,     1.518,    -0.629
   850.928,   636.183,   -55.412,     0.348,     1.504,    -0.632
   852.605,   635.566,   -57.200,     0.355,     1.527,    -0.635
   854.283,   634.950,   -58.987,     0.337,     1.601,    -0.638
   855.961,   634.333,   -60.775,     0.320,     1.762,    -0.641
   857.639,   633.716,   -62.562,     0.311,     1.792,    -0.644
   859.316,   633.099,   -64.350,     0.299,     1.823,    -0.647
   860.994,   632.483,   -66.137,     0.341,     1.543,    -0.650
   862.672,   631.866,   -67.925,     0.312,     1.707,    -0.653
   864.349,   631.249,   -69.712,     0.337,     1.661,    -0.656
   866.027,   630.632,   -71.500,     0.354,     1.608,    -0.659
   867.705,   630.015,   -73.287,     0.341,     1.721,    -0.662
   869.383,   629.399,   -75.075,     0.318,     1.813,    -0.665
   871.060,   628.782,   -76.862,     0.325,     1.797,    -0.668
   872.738,   628.165,   -78.650,     0.319,     1.766,    -0.671
   874.416,   627.548,   -80.437,     0.313,     1.863,    -0.674
   876.093,   626.932,   -82.225,     0.315,     1.962,    -0.677
   877.771,   626.315,   -84.012,     0.318,     1.948,    -0.680
   879.449,   625.698,   -85.800,     0.336,     1.865,    -0.683
   881.127,   625.081,   -87.587,     0.354,     1.822,    -0.686
   882.804,   624.464,   -89.375,     0.340,     1.966,    -0.689
   830.698,   686.987,    -0.000,     0.452,     1.539,    -0.595
   831.195,   688.916,    -1.992,     0.492,     1.474,    -0.596
   831.692,   690.844,    -3.984,     0.515,     1.399,    -0.597
   832.190,   692.773,    -5.975,     0.513,     1.413,    -0.598
   832.687,   694.702,    -7.967,     0.495,     1.581,    -0.599
   833.184,   696.631,    -9.959,     0.526,     1.493,    -0.600
   833.681,   698.559,   -11.951,     0.503,     1.524,    -0.601
   834.178,   700.488,   -13.942,     0.470,     1.626,    -0.602
   834.675,   702.417,   -15.934,     0.455,     1.759,    -0.602
   835.172,   704.346,   -17.926,     0.476,     1.599,    -0.603
   835.669,   706.274,   -19.918,     0.470,     1.587,    -0.604
   836.166,   708.203,   -21.909,     0.450,     1.738,    -0.605
   836.663,   710.132,   -23.901,     0.436,     1.885,    -0.606
   837.160,   712.061,   -25.893,     0.430,     1.949,    -0.607
   837.657,   713.989,   -27.885,     0.410,     2.009,    -0.608
   838.154,   715.918,   -29.876,     0.383,     2.081,    -0.609
   838.651,   717.847,   -31.868,     0.365,     2.166,    -0.610
   839.148,   719.775,   -33.860,     0.367,     1.955,    -0.610
   839.646,   721.704,   -35.852,     0.328,     1.920,    -0.611
   840.143,   723.633,   -37.843,     0.326,     1.772,    -0.612
   840.640,   725.562,   -39.835,     0.325,     1.744,    -0.613
   841.137,   727.490,   -41.827,     0.318,     1.726,    -0.614
   841.634,   729.419,   -43.819,     0.318,     1.704,    -0.615
   842.131,   731.348,   -45.811,     0.301,     1.772,    -0.616
   842.628,   733.277,   -47.802,     0.297,     1.703,    -0.617
   843.125,   735.205,   -49.794,     0.331,     1.639,    -0.618
   843.622,   737.134,   -51.786,     0.335,     1.494,    -0.619
   844.119,   739.063,   -53.778,     0.317,     1.593,    -0.619
   844.616,   740.992,   -55.769,     0.316,     1.617,    -0.620
   845.113,   742.920,   -57.761,     0.317,     1.607,    -0.621
   845.610,   744.849,   -59.753,     0.306,     1.693,    -0.622
   846.107,   746.778,   -61.745,     0.319,     1.627,    -0.623
   846.604,   748.707,   -63.736,     0.311,     1.660,    -0.624
   847.102,   750.635,   -65.728,     0.332,     1.671,    -0.625
   847.599,   752.564,   -67.720,     0.346,     1.755,    -0.626
   848.096,   754.493,   -69.712,     0.346,     1.851,    -0.627
   848.593,   756.422,   -71.703,     0.388,     1.655,    -0.627
   849.090,   758.350,   -73.695,     0.367,     1.598,    -0.628
   849.587,   760.279,   -75.687,     0.344,     1.695,    -0.629
   850.084,   762.208,   -77.679,     0.352,     1.728,    -0.630
   850.581,   764.137,   -79.670,     0.322,     1.892,    -0.631
   851.078,   766.065,   -81.662,     0.323,     1.932,    -0.632
   851.575,   767.994,   -83.654,     0.333,     1.749,    -0.633
   852.072,   769.923,   -85.646,     0.345,     1.740,    -0.634
   852.569,   771.851,   -87.638,     0.371,     1.708,    -0.635
   853.066,   773.780,   -89.629,     0.377,     1.791,    -0.636
